,AT,BE,BG,CZ,DK,DE,EE,IE,ES,FR,HR,IT,LV,LT,LU,HU,NL,PL,PT,RO,SI,SK,FI,SE,NO,CH,UK,EL
10/10/2016 15:00,5.937,10.934,13.417,9.54,9.756,10.693,6.842,14.028,22.804,13.727,9.922,15.697,6.959,7.395,10.771,12.977,12.015,8.959,24.695,12.76,6.183,10.538,4.121,5.138,4.301,5.7,11.321,18.854
10/10/2016 16:00,4.977,10.496,12.349,8.465,9.499,9.946,5.134,13.644,22.413,13.06,9.015,14.816,5.051,5.673,10.171,11.092,11.611,8.023,24.398,10.499,5.565,8.72,2.724,3.844,3.432,4.779,11.062,18.025
10/10/2016 17:00,3.439,9.461,11.52,6.055,9.164,8.075,4.194,12.809,21.33,11.594,8.005,12.887,3.65,4.599,9.038,9.344,10.145,6.861,23.467,8.984,4.86,6.556,2.196,2.884,2.502,3.152,10.349,16.988
10/10/2016 18:00,2.734,8.324,11.228,5.026,8.948,6.903,3.716,11.35,18.275,9.107,7.429,11.383,2.962,4.141,7.933,8.901,8.644,6.464,21.256,8.313,4.542,5.757,1.819,2.481,2.041,1.659,8.73,16.653
10/10/2016 19:00,2.52,7.752,10.997,4.4,8.838,6.385,3.26,10.245,15.607,8.228,7.037,10.842,2.366,3.687,7.118,8.418,8.208,6.138,18.084,7.808,4.394,5.253,1.388,2.2,1.747,1.358,8.066,16.413
10/10/2016 20:00,2.326,7.247,10.823,3.866,8.8,5.951,2.894,9.675,14.563,7.669,6.726,10.447,1.842,3.19,6.409,7.89,7.807,5.822,16.63,7.431,4.269,4.793,1.086,2.016,1.494,1.116,7.755,16.229
10/10/2016 21:00,2.108,6.786,10.677,3.434,8.77,5.563,2.8,9.111,13.702,7.085,6.482,10.122,1.484,2.758,5.841,7.442,7.437,5.552,15.512,7.191,4.145,4.505,0.904,1.873,1.237,0.883,7.439,16.077
10/10/2016 22:00,1.874,6.335,10.552,3.149,8.705,5.233,2.849,8.713,13.047,6.535,6.316,9.845,1.345,2.265,5.201,7.058,7.1,5.328,14.777,7.038,4,4.22,0.841,1.799,1.012,0.672,7.162,15.913
10/10/2016 23:00,1.636,5.845,10.452,2.941,8.574,4.946,2.814,8.406,12.508,6.039,6.197,9.605,1.148,1.896,4.502,6.805,6.759,5.132,14.224,6.907,3.821,4,0.903,1.692,0.826,0.456,7.006,15.757
11/10/2016 00:00,1.414,5.353,10.337,2.768,8.415,4.685,2.663,8.187,11.998,5.601,6.099,9.402,1.078,1.571,3.886,6.582,6.455,4.95,13.742,6.795,3.673,3.871,0.933,1.552,0.675,0.217,6.916,15.631
11/10/2016 01:00,1.186,4.92,10.282,2.65,8.266,4.402,2.526,8.003,11.545,5.236,6.008,9.209,0.865,1.391,3.357,6.416,6.201,4.756,13.339,6.721,3.507,3.769,0.888,1.515,0.501,-0.003,6.848,15.526
11/10/2016 02:00,0.985,4.569,10.269,2.582,8.095,4.106,2.426,7.936,11.182,4.911,5.912,9.059,0.825,1.264,2.932,6.285,5.986,4.565,13,6.679,3.405,3.716,0.745,1.387,0.312,-0.186,6.821,15.475
11/10/2016 03:00,0.806,4.253,10.28,2.548,7.896,3.839,2.322,7.862,10.845,4.627,5.828,8.955,0.743,1.107,2.516,6.169,5.81,4.388,12.733,6.628,3.281,3.662,0.58,1.229,0.16,-0.299,6.81,15.441
11/10/2016 04:00,0.651,3.79,10.255,2.566,7.696,3.631,2.193,7.787,10.472,4.353,5.748,8.855,0.604,1.063,2.162,6.067,5.72,4.261,12.463,6.591,3.171,3.619,0.45,1.096,0.064,-0.359,6.798,15.411
11/10/2016 05:00,0.549,3.332,10.217,2.608,7.539,3.49,2.072,7.708,10.063,4.109,5.707,8.745,0.511,0.996,2.063,5.99,5.765,4.158,12.221,6.607,3.075,3.58,0.323,1.007,-0.032,-0.452,6.842,15.386
11/10/2016 06:00,0.512,2.942,11.002,2.713,7.412,3.426,2.254,7.718,9.644,3.886,5.723,8.688,0.543,1.076,2.081,6.031,5.959,4.165,12.021,6.978,2.989,3.605,0.281,0.943,-0.084,-0.631,6.896,15.784
11/10/2016 07:00,1.207,3.012,12.15,3.425,7.471,4.221,3.031,7.642,9.343,4.016,6.208,9.542,1.16,1.864,2.728,6.494,6.404,4.774,11.858,7.628,3.687,4.063,0.529,1.268,0.072,-0.516,6.957,16.641
11/10/2016 08:00,2.108,4.531,13.539,4.239,8.058,5.647,3.929,7.983,11.274,5.661,6.82,10.708,2.327,3.202,4.57,7.242,7.712,5.62,12.987,8.458,4.641,4.79,0.896,2.16,0.828,0.454,7.589,17.313
11/10/2016 09:00,3.076,6.086,15.104,5.402,8.827,7.261,4.876,9.033,14.123,7.619,7.551,11.816,3.952,4.836,6.472,8.237,8.946,6.719,14.985,9.401,5.703,5.858,1.41,3.136,1.77,1.668,8.703,17.871
11/10/2016 10:00,3.881,8.747,16.335,6.376,9.494,8.631,5.797,10.099,17.346,9.863,8.228,12.822,5.441,6.188,9.085,9.097,10.81,7.584,16.867,10.206,6.572,6.973,1.985,4.056,2.666,2.784,9.859,18.453
11/10/2016 11:00,4.434,10.96,16.892,7.048,9.968,9.436,6.469,11.17,19.592,11.511,8.751,13.532,6.485,7.069,10.605,9.687,12.218,8.066,18.845,10.812,7.223,7.87,2.619,4.856,3.461,3.71,10.905,19.091
11/10/2016 12:00,4.758,12.065,16.742,7.436,10.274,9.815,6.888,11.934,21.061,12.626,9.11,13.888,7.147,7.634,11.078,10.068,12.875,8.349,20.469,11.186,7.672,8.388,3.117,5.451,4.056,4.374,11.734,19.632
11/10/2016 13:00,4.886,12.555,16.104,7.498,10.363,9.975,7.007,12.428,22.028,13.299,9.324,13.906,7.355,7.784,11.324,10.237,13.207,8.453,21.657,11.273,7.958,8.44,3.35,5.717,4.377,4.57,12.309,20
11/10/2016 14:00,4.73,12.744,15.281,7.3,10.266,9.892,6.765,12.719,22.513,13.599,9.366,13.691,7.072,7.504,11.488,10.188,13.282,8.297,22.329,11.031,8.026,8.166,3.155,5.51,4.341,4.448,12.547,20.078
11/10/2016 15:00,4.279,12.599,14.437,6.873,10.032,9.533,5.895,12.793,22.496,13.495,9.15,13.226,6.026,6.672,11.388,9.859,13.12,7.867,22.437,10.488,7.669,7.623,2.439,4.618,3.894,4.056,12.487,19.82
11/10/2016 16:00,3.483,11.951,13.592,6.139,9.677,8.852,3.544,12.628,21.929,12.9,8.599,12.515,3.316,4.717,10.796,9.158,12.578,7.171,21.936,9.786,6.876,6.734,1.645,3.33,3.084,3.391,12.098,18.845
11/10/2016 17:00,2.085,9.606,13.104,5.083,9.07,7.473,2.59,12.106,20.634,11.241,7.609,11.286,2.319,3.654,8.434,8.293,11.252,6.455,20.763,9.309,4.752,5.664,1.362,2.358,2.165,1.851,11.274,17.584
11/10/2016 18:00,1.454,7.15,12.937,4.713,8.696,6.486,2.055,10.864,17.661,8.371,7.014,10.38,1.719,3.004,6.096,7.935,10.119,6.046,18.952,9.059,3.466,5.268,1.163,1.907,1.702,0.169,9.96,17.203
11/10/2016 19:00,1.184,6.514,12.704,4.553,8.434,6.047,1.489,9.861,15.369,7.463,6.568,9.886,1.024,2.326,5.488,7.648,9.803,5.7,16.89,8.852,2.775,4.955,1.006,1.602,1.422,-0.293,9.406,16.922
11/10/2016 20:00,0.959,6.041,12.523,4.411,8.276,5.649,0.957,9.548,14.449,6.861,6.231,9.412,0.447,1.705,4.848,7.354,9.425,5.413,16.062,8.665,2.232,4.719,0.867,1.418,1.205,-0.663,9.15,16.699
11/10/2016 21:00,0.758,5.689,12.364,4.274,8.075,5.272,0.664,9.32,13.639,6.236,5.926,9.03,0.324,1.379,4.148,7.015,8.985,5.165,15.446,8.492,1.768,4.579,0.744,1.333,1.014,-1.002,8.889,16.538
11/10/2016 22:00,0.623,5.474,12.2,4.22,7.951,4.996,0.817,9.193,13.033,5.652,5.655,8.75,0.411,1.264,3.453,6.692,8.576,5.04,15.108,8.423,1.466,4.583,0.658,1.325,0.885,-1.281,8.699,16.374
11/10/2016 23:00,0.49,5.359,12.085,4.205,7.891,4.813,0.966,9.13,12.563,5.143,5.428,8.513,0.056,1.119,2.982,6.491,8.332,4.987,15.014,8.436,1.308,4.615,0.583,1.302,0.785,-1.532,8.529,16.191
12/10/2016 00:00,0.39,5.131,11.982,4.189,7.829,4.673,1.087,9.085,12.203,4.707,5.248,8.304,-0.079,0.932,2.711,6.427,8.173,4.939,15.05,8.413,1.132,4.608,0.493,1.206,0.716,-1.799,8.391,16.005
12/10/2016 01:00,0.31,4.831,11.84,4.16,7.689,4.571,1.078,8.982,11.958,4.357,5.128,8.077,-0.196,0.92,2.595,6.336,8.045,4.927,15.128,8.358,0.966,4.573,0.412,1.101,0.659,-2.053,8.3,15.821
12/10/2016 02:00,0.228,4.596,11.695,4.127,7.551,4.493,0.983,8.858,11.745,4.075,4.906,7.828,-0.339,0.944,2.673,6.21,7.893,4.916,15.195,8.35,0.762,4.481,0.331,1.025,0.594,-2.247,8.216,15.703
12/10/2016 03:00,0.174,4.578,11.578,4.084,7.366,4.417,0.894,8.787,11.603,3.863,4.728,7.541,-0.426,0.998,2.896,6.098,7.756,4.91,15.238,8.375,0.622,4.294,0.266,1.05,0.535,-2.342,8.151,15.615
12/10/2016 04:00,0.084,4.866,11.387,4.005,7.238,4.328,0.846,8.932,11.5,3.711,4.537,7.189,-0.497,1.039,3.291,6.021,7.595,4.897,15.236,8.311,0.423,4.063,0.207,1.052,0.481,-2.33,8.109,15.524
12/10/2016 05:00,-0.032,5.235,11.179,3.903,7.22,4.217,0.745,9.023,11.434,3.6,4.431,6.799,-0.518,1.033,3.73,5.967,7.401,4.847,15.132,8.17,0.3,3.891,0.144,1.01,0.467,-2.315,8.019,15.43
12/10/2016 06:00,-0.074,5.375,11.727,3.845,7.281,4.119,0.763,9.092,11.416,3.578,4.434,6.54,-0.273,1.201,3.928,6.098,7.144,4.821,14.962,8.237,0.342,3.981,0.163,0.994,0.433,-2.314,7.943,16.283
12/10/2016 07:00,0.868,5.532,12.78,4.136,7.42,4.467,1.251,9.198,11.473,3.901,5.421,7.912,0.852,2.064,4.166,6.72,7.061,5.043,14.748,8.702,2.734,4.7,0.482,1.329,0.527,-1.63,7.896,17.899
12/10/2016 08:00,2.145,6.144,14.126,4.602,7.983,5.428,2.022,9.495,12.222,5.565,6.611,10.097,2.358,3.433,4.639,7.807,7.67,5.476,14.854,9.275,5.452,5.689,1.044,2.176,1.25,0.472,8.37,19.227
12/10/2016 09:00,3.481,6.918,15.469,5.262,8.65,6.676,2.953,10.495,13.231,7.611,8.14,12.116,3.807,4.913,5.655,9.276,8.631,6.028,15.348,9.784,8.395,6.99,1.715,3.156,2.12,2.528,9.464,20.476
12/10/2016 10:00,4.584,8.066,16.367,5.995,9.195,7.892,4.162,11.514,14.296,10.033,9.49,13.737,5.233,6.217,7.705,10.617,9.662,6.565,15.997,10.045,10.211,8.128,2.434,4.185,2.874,4.408,10.497,21.243
12/10/2016 11:00,5.427,9.329,16.946,6.674,9.567,8.772,5.103,12.488,15.117,11.861,10.528,14.912,6.31,7.387,9.754,11.445,10.471,6.972,16.829,10.156,11.391,8.813,3.074,5.138,3.468,5.769,11.385,21.571
12/10/2016 12:00,6.083,10.409,17.118,7.281,9.767,9.422,5.715,13.257,15.662,12.988,11.32,15.688,7.019,8.288,10.669,11.67,11.196,7.206,17.586,10.1,12.143,8.922,3.527,5.85,3.916,6.713,11.99,21.654
12/10/2016 13:00,6.485,11.137,16.763,7.601,9.807,9.816,6.025,13.758,15.887,13.598,11.837,16.083,7.294,8.697,11.269,11.444,11.631,7.305,18.166,9.878,12.492,8.598,3.69,6.164,4.133,7.261,12.351,21.466
12/10/2016 14:00,6.517,11.503,15.955,7.559,9.702,9.895,5.937,13.998,15.816,13.802,12.004,16.098,7.033,8.474,11.483,10.921,11.759,7.278,18.611,9.431,12.477,8.01,3.454,5.921,4.012,7.378,12.463,20.991
12/10/2016 15:00,6.093,11.44,14.645,7.199,9.46,9.611,5.057,13.995,15.576,13.599,11.728,15.674,5.709,7.333,11.28,10.203,11.576,7.079,18.697,8.71,11.941,7.224,2.524,4.99,3.516,6.985,12.316,20.135
12/10/2016 16:00,5.123,10.799,12.558,6.537,9.078,8.912,2.968,13.68,15.174,12.94,10.69,14.668,2.652,4.587,10.543,9.278,11.09,6.669,18.299,7.817,10.46,6.304,1.556,3.657,2.669,6.004,11.913,18.549
12/10/2016 17:00,3.138,9.503,10.452,5.58,8.547,7.285,2.168,12.887,14.575,11.368,8.609,12.205,1.5,3.156,8.684,8.241,10.053,6.258,17.449,7.021,7.512,5.452,1.271,2.623,1.8,3.593,11.187,16.422
12/10/2016 18:00,2.291,8.255,9.113,5.128,8.302,6.148,1.748,11.059,13.713,9.566,7.8,10.871,0.962,2.223,7.082,7.638,8.961,6.023,16.21,6.387,6.319,5.024,1.136,2.135,1.386,1.915,9.915,15.514
12/10/2016 19:00,1.886,7.706,8.052,4.872,8.291,5.686,1.402,9.67,13.017,9.05,7.196,10.395,0.243,1.294,6.635,7.077,8.558,5.794,14.895,5.884,5.887,4.737,1.118,1.755,1.141,1.126,9.279,14.768
12/10/2016 20:00,1.504,7.021,7.235,4.684,8.322,5.218,1.178,9.123,12.695,8.636,6.486,9.908,-0.467,0.578,5.731,6.481,8.091,5.546,14.338,5.428,5.633,4.557,1.234,1.496,0.978,0.436,8.927,14.078
12/10/2016 21:00,1.156,6.233,6.552,4.585,8.308,4.788,0.936,8.58,12.459,8.244,5.804,9.436,-1.037,0.045,4.908,5.95,7.579,5.267,13.935,5.04,5.248,4.447,1.316,1.408,0.801,0.111,8.617,13.408
12/10/2016 22:00,0.836,5.586,6.062,4.599,8.28,4.508,0.793,8.213,12.306,7.929,5.338,9.076,-1.328,-0.245,4.169,5.515,7.147,4.978,13.546,4.767,4.802,4.354,1.299,1.521,0.634,0.033,8.308,12.803
12/10/2016 23:00,0.6,4.984,5.806,4.629,8.257,4.366,0.693,8.02,12.162,7.697,5.081,8.864,-1.285,-0.608,3.691,5.169,6.833,4.678,13.188,4.565,4.528,4.213,1.254,1.553,0.518,-0.017,8.035,12.301
13/10/2016 00:00,0.49,4.538,5.648,4.612,8.208,4.312,0.771,8.038,12.017,7.518,4.847,8.734,-0.996,-0.863,3.239,4.831,6.511,4.365,12.863,4.361,4.329,3.985,1.205,1.51,0.422,0.06,7.827,11.937
13/10/2016 01:00,0.405,4.148,5.481,4.541,8.133,4.329,0.894,8.193,11.886,7.412,4.593,8.605,-0.817,-0.884,2.943,4.516,6.245,4.036,12.549,4.197,4.031,3.744,1.155,1.415,0.329,0.174,7.692,11.647
13/10/2016 02:00,0.314,3.871,5.291,4.447,8.124,4.382,0.928,8.39,11.749,7.328,4.318,8.507,-0.855,-1.158,2.758,4.249,5.994,3.708,12.284,4.062,3.678,3.496,1.102,1.3,0.245,0.186,7.588,11.342
13/10/2016 03:00,0.179,3.659,5.058,4.309,8.055,4.417,0.825,8.484,11.621,7.23,4.059,8.445,-0.962,-1.486,2.814,4.029,5.815,3.375,12.093,3.919,3.379,3.296,1.053,1.216,0.202,0.209,7.485,11.128
13/10/2016 04:00,-0.021,3.578,4.749,4.14,8.015,4.417,0.694,8.507,11.489,7.129,3.763,8.381,-1.216,-1.509,2.811,3.829,5.783,3.051,11.905,3.752,2.973,3.182,1.014,1.105,0.168,0.194,7.413,10.855
13/10/2016 05:00,-0.292,3.531,4.506,4.047,7.939,4.405,0.616,8.442,11.338,7.044,3.542,8.306,-1.407,-1.614,2.831,3.553,5.772,2.73,11.75,3.564,2.46,2.981,0.955,1,0.093,0.08,7.388,10.58
13/10/2016 06:00,-0.543,3.626,5.87,4.005,7.966,4.374,0.881,8.385,11.172,6.992,3.591,8.297,-1.408,-1.622,2.909,3.693,5.798,2.494,11.589,3.833,1.955,2.963,1,0.958,0.043,-0.033,7.36,11.557
13/10/2016 07:00,1.029,3.659,8.49,4.52,8.163,4.709,2.022,8.286,11.056,7.003,5.84,9.529,-0.384,-0.509,3.122,5.568,5.91,2.942,11.466,4.832,3.4,4.278,1.414,1.188,0.078,0.332,7.329,13.909
13/10/2016 08:00,3.308,4.529,10.888,5.365,8.673,5.652,2.991,8.387,11.636,7.569,8.439,11.203,1.183,1.463,3.938,7.713,6.889,3.993,12.149,6.11,6.333,5.783,1.895,1.842,0.621,1.496,7.635,16.073
13/10/2016 09:00,5.426,6.261,12.865,6.492,9.216,7.031,3.652,9.431,12.561,8.548,11.44,12.685,2.743,3.546,5.317,10.069,8.425,5.365,13.533,7.422,9.613,7.598,2.443,2.66,1.439,2.751,8.487,17.82
13/10/2016 10:00,7.044,8.263,14.394,7.568,9.725,8.511,4.315,10.471,13.742,9.766,13.149,13.767,4.328,5.409,7.17,11.622,9.841,6.596,15.058,8.497,11.143,8.864,3.024,3.534,2.252,4.005,9.39,19.092
13/10/2016 11:00,8.237,9.897,15.501,8.297,10.077,9.63,4.907,11.481,14.863,10.948,14.211,14.506,5.584,6.888,8.953,12.545,10.798,7.541,16.875,9.227,12.107,9.539,3.607,4.488,2.961,5.138,10.202,19.986
13/10/2016 12:00,9.072,11.113,16.202,8.769,10.284,10.366,5.403,12.119,15.712,11.9,14.88,14.968,6.378,7.894,10.376,13.006,11.383,8.231,18.435,9.561,12.725,9.921,4.064,5.278,3.485,5.891,10.8,20.557
13/10/2016 13:00,9.472,12.023,16.415,9.013,10.359,10.751,5.587,12.486,16.249,12.487,15.085,15.162,6.658,8.344,11.169,13.178,11.763,8.592,19.401,9.595,12.959,10.007,4.271,5.706,3.738,6.118,11.128,20.776
13/10/2016 14:00,9.374,12.563,16.063,8.941,10.273,10.768,5.319,12.648,16.489,12.663,14.898,15.12,6.358,8.128,11.276,13.052,11.881,8.56,19.783,9.327,12.722,9.762,4.086,5.558,3.615,5.862,11.241,20.596
13/10/2016 15:00,8.665,12.581,15.011,8.449,10.092,10.348,4.211,12.59,16.445,12.494,14.299,14.802,5.073,6.639,10.759,12.5,11.735,7.984,19.739,8.66,11.954,9.073,3.458,4.712,3.053,5.243,11.139,19.907
13/10/2016 16:00,7.066,11.933,11.965,7.509,9.769,9.499,2.127,12.301,16.072,12.026,12.61,14.083,2.062,3.039,9.938,10.923,11.34,6.279,19.298,7.057,10.231,7.401,2.748,3.402,2.184,4.315,10.805,18.01
13/10/2016 17:00,4.535,10.094,9.426,5.899,9.319,7.98,1.347,11.589,15.351,11.183,10.492,12.84,1.056,1.695,8.713,8.443,10.533,4.592,18.411,5.429,7.759,4.839,2.614,2.302,1.362,3.304,10.142,16.21
13/10/2016 18:00,3.736,8.12,8.641,5.048,9.067,6.776,0.95,9.924,13.968,10.248,9.878,12.267,0.445,0.957,6.832,7.339,9.602,4.088,17.003,4.692,7.177,4.008,2.578,1.874,0.996,2.672,9.105,15.627
13/10/2016 19:00,3.371,7.399,7.936,4.376,8.953,5.996,0.769,8.757,12.842,9.816,9.613,12.096,0.307,0.154,5.848,6.663,8.928,3.508,15.341,4.041,7.05,3.505,2.556,1.564,0.756,2.463,8.678,15.129
13/10/2016 20:00,3.043,6.913,7.239,3.802,8.862,5.301,0.82,8.329,12.382,9.485,9.262,12.012,0.524,-0.001,5.575,6.124,8.195,2.9,14.445,3.428,6.941,3.143,2.547,1.322,0.55,2.332,8.46,14.63
13/10/2016 21:00,2.765,6.657,6.629,3.375,8.782,4.716,0.874,7.925,11.973,9.211,8.909,12.02,0.497,-0.226,5.552,5.551,7.5,2.324,13.745,2.913,6.805,2.625,2.516,1.137,0.354,2.308,8.292,14.116
13/10/2016 22:00,2.597,6.447,6.11,3.09,8.653,4.319,0.861,7.561,11.581,8.996,8.573,12.091,0.404,-0.459,5.651,5.024,7.008,1.822,13.219,2.518,6.447,2.12,2.489,1.044,0.186,2.321,8.125,13.749
13/10/2016 23:00,2.497,6.165,5.65,2.918,8.539,4.082,0.804,7.227,11.203,8.828,8.225,12.138,0.334,-0.348,5.583,4.613,6.711,1.387,12.784,2.25,5.963,1.678,2.497,1.045,0.055,2.439,7.97,13.441
14/10/2016 00:00,2.385,5.788,5.268,2.754,8.444,3.897,0.724,6.959,10.855,8.699,7.953,12.167,0.24,-0.389,5.314,4.188,6.479,0.983,12.414,2.019,5.606,1.23,2.518,1.027,-0.059,2.599,7.815,13.199
14/10/2016 01:00,2.288,5.492,4.977,2.611,8.345,3.723,0.646,6.803,10.561,8.587,7.745,12.214,0.17,-0.591,5.092,3.785,6.287,0.661,12.111,1.814,5.373,0.86,2.546,0.993,-0.145,2.707,7.683,12.993
14/10/2016 02:00,2.248,5.35,4.739,2.564,8.21,3.561,0.55,6.707,10.307,8.458,7.627,12.338,0.067,-0.771,5.058,3.436,6.057,0.436,11.831,1.632,5.399,0.557,2.558,0.964,-0.193,2.754,7.588,12.821
14/10/2016 03:00,2.265,4.942,4.537,2.56,8.096,3.42,0.507,6.648,10.096,8.332,7.576,12.475,-0.066,-0.968,4.796,3.235,5.801,0.246,11.58,1.429,5.516,0.342,2.544,0.908,-0.211,2.906,7.509,12.658
14/10/2016 04:00,2.346,4.801,4.331,2.563,7.927,3.32,0.47,6.67,9.898,8.29,7.518,12.548,-0.216,-1.262,4.884,3.142,5.529,0.102,11.308,1.255,5.69,0.168,2.502,0.833,-0.261,3.056,7.461,12.451
14/10/2016 05:00,2.349,4.695,4.088,2.494,7.734,3.271,0.453,6.757,9.688,8.208,7.432,12.594,-0.273,-1.544,4.821,3.04,5.32,0.044,10.988,1.129,5.744,-0.014,2.442,0.728,-0.347,3.059,7.468,12.227
14/10/2016 06:00,2.409,4.625,5.267,2.538,7.673,3.291,0.715,6.854,9.525,8.103,7.528,12.769,-0.107,-1.666,4.732,3.309,5.232,0.154,10.637,1.809,5.606,0.255,2.439,0.62,-0.368,3.109,7.534,13.028
14/10/2016 07:00,3.392,4.831,7.91,3.352,7.807,3.728,1.828,6.993,9.395,8.107,9.281,13.463,0.546,-1.308,4.711,4.963,5.217,1.254,10.286,3.855,6.62,2.287,2.748,0.714,-0.32,3.553,7.551,15.622
14/10/2016 08:00,5.306,6.026,10.485,4.972,8.372,4.959,2.505,7.286,10.195,8.828,11.228,14.434,1.177,-0.46,5.098,7.406,6.191,3.149,10.848,6.094,8.363,4.684,3.04,1.23,0.263,4.967,7.979,17.654
14/10/2016 09:00,7.59,7.674,12.804,7.299,8.98,6.814,3.106,8.221,11.59,9.759,13.518,15.395,1.998,0.95,5.992,10.31,7.902,5.646,12.621,8.127,10.003,7.138,3.413,2.007,1.163,6.416,8.836,19.56
14/10/2016 10:00,9.611,9.179,14.576,9.487,9.508,8.834,3.795,9.099,13.288,10.743,15.162,16.247,2.949,2.828,6.999,12.368,9.482,7.776,14.603,9.544,11.35,8.928,3.874,2.887,2.113,7.968,9.71,21.091
14/10/2016 11:00,11.029,10.312,15.943,11.119,10.011,10.718,4.449,9.988,14.929,11.625,16.316,17.053,3.876,4.415,8.166,13.777,10.697,9.376,16.341,10.607,12.151,10.165,4.357,3.745,2.934,9.049,10.518,22.16
14/10/2016 12:00,11.817,11.179,16.767,12.316,10.467,12.182,4.953,10.723,16.261,12.39,17.027,17.746,4.613,5.426,9.836,14.741,11.509,10.462,17.808,11.364,12.602,10.962,4.713,4.419,3.557,9.54,11.22,22.814
14/10/2016 13:00,12.114,11.714,16.998,13.01,10.811,13.072,5.189,11.221,17.216,12.898,17.309,18.143,4.884,5.802,11.274,15.205,11.911,11.035,18.936,11.696,12.677,11.323,4.832,4.745,3.865,9.838,11.732,22.99
14/10/2016 14:00,11.965,12.094,16.641,13.116,10.928,13.398,5.13,11.432,17.803,13.142,17.192,18.067,4.661,5.501,12.227,15.157,11.881,11.067,19.63,11.508,12.576,11.197,4.642,4.618,3.724,10.085,11.986,22.694
14/10/2016 15:00,11.273,12.001,15.504,12.597,10.739,13.211,4.643,11.352,17.999,13.118,16.598,17.645,3.787,4.234,11.916,14.474,11.732,10.388,19.864,10.584,12.565,10.461,4.221,3.899,3.102,9.507,11.954,21.821
14/10/2016 16:00,10.145,11.219,12.298,11.239,10.224,12.283,3.461,11.049,17.703,12.708,15.345,16.913,1.668,0.729,10.534,12.344,11.293,8.19,19.547,7.693,11.794,8.523,3.735,2.561,2.101,8.375,11.63,19.615
14/10/2016 17:00,8.99,10.123,9.801,9.391,9.495,10.662,2.995,10.533,16.794,11.785,13.449,15.907,0.792,-0.536,9.379,10.199,10.36,6.358,18.648,5.635,9.898,6.488,3.51,1.747,1.214,7.334,10.866,17.37
14/10/2016 18:00,8.494,9.521,8.792,8.404,9.136,9.698,2.793,9.64,14.149,10.61,12.839,15.309,0.408,-1.059,8.527,9.668,9.685,5.646,16.704,5.028,9.323,5.749,3.337,1.682,0.831,6.203,9.716,16.497
14/10/2016 19:00,8.262,9.33,7.854,7.742,8.976,9.084,2.691,9.112,12.097,10.124,12.497,15.101,0.303,-1.493,8.371,9.273,9.508,4.84,13.692,4.401,9.157,5.25,3.125,1.55,0.548,5.654,9.318,15.626
14/10/2016 20:00,7.998,9.079,7.063,7.281,8.911,8.544,2.584,8.995,11.339,9.785,12.218,15.002,0.356,-1.153,8.288,8.987,9.258,4.155,12.853,3.828,8.804,4.984,2.906,1.443,0.303,5.364,9.065,14.882
14/10/2016 21:00,7.656,8.818,6.448,6.916,8.92,8.122,2.423,9.026,10.62,9.471,11.993,14.956,0.274,-1.248,8.144,8.707,9.027,3.601,12.264,3.351,8.396,4.968,2.748,1.342,0.094,5.195,8.891,14.271
14/10/2016 22:00,7.293,8.598,6.055,6.766,8.952,7.818,2.255,9.093,10.009,9.178,11.771,14.941,0.139,-1.434,7.8,8.47,8.831,3.225,11.812,3.024,7.962,5.148,2.688,1.284,-0.107,4.996,8.807,13.85
14/10/2016 23:00,6.939,8.387,5.813,6.745,8.92,7.585,2.032,9.153,9.548,8.941,11.595,14.932,-0.014,-1.575,7.331,8.271,8.656,2.966,11.567,2.865,7.615,5.415,2.625,1.227,-0.292,4.899,8.779,13.566
15/10/2016 00:00,6.615,8.222,5.586,6.607,8.866,7.378,1.786,9.232,9.192,8.775,11.526,14.901,-0.16,-1.63,7.146,8.03,8.519,2.82,11.472,2.743,7.338,5.472,2.535,1.16,-0.437,4.769,8.754,13.327
15/10/2016 01:00,6.365,8.097,5.381,6.373,8.833,7.208,1.597,9.248,8.934,8.653,11.382,14.832,-0.335,-1.7,7.241,7.758,8.444,2.699,11.508,2.623,7.083,5.353,2.445,1.086,-0.578,4.693,8.707,13.119
15/10/2016 02:00,6.158,8.068,5.215,6.13,8.821,7.082,1.485,9.257,8.738,8.545,11.212,14.703,-0.495,-1.763,7.542,7.46,8.304,2.63,11.506,2.514,6.817,5.183,2.355,1.013,-0.693,4.567,8.654,12.945
15/10/2016 03:00,5.994,8.118,5.106,5.893,8.836,6.999,1.429,9.164,8.549,8.418,11.178,14.491,-0.629,-1.808,7.648,7.213,8.103,2.588,11.383,2.476,6.664,4.969,2.267,0.947,-0.779,4.46,8.612,12.814
15/10/2016 04:00,5.912,8.242,4.989,5.717,8.84,6.976,1.348,9.039,8.266,8.26,11.29,14.225,-0.676,-1.779,7.614,6.966,7.931,2.488,11.204,2.464,6.627,4.777,2.175,0.886,-0.818,4.454,8.624,12.682
15/10/2016 05:00,5.792,8.374,4.937,5.545,8.863,6.989,1.22,8.895,7.955,8.123,11.357,13.967,-0.701,-1.651,7.648,6.811,7.851,2.365,11.123,2.445,6.623,4.628,2.064,0.838,-0.844,4.465,8.637,12.519
15/10/2016 06:00,5.716,8.559,6.002,5.356,8.917,7,1.133,8.705,7.677,8.018,11.503,13.75,-0.606,-1.413,7.757,6.837,7.856,2.39,11.105,3.403,6.886,4.727,2.022,0.799,-0.904,4.269,8.655,13.329
