,AT,BE,BG,CZ,DK,DE,EE,IE,ES,FR,HR,IT,LV,LT,LU,HU,NL,PL,PT,RO,SI,SK,FI,SE,NO,CH,UK,EL
18/03/2016 16:00,3.954,7.422,6.037,5.624,6.461,6.469,-3.634,8.855,11.456,9.88,8.967,10.174,-3.095,-1.874,8.177,7.747,6.991,4.189,12.886,5.127,9.351,5.017,-6.698,-2.62,-4.644,4.06,6.787,8.501
18/03/2016 17:00,1.863,5.151,4.979,3.102,4.919,4.56,-3.982,7.886,10.1,6.974,7.066,8.492,-3.47,-2.675,4.776,6.33,5.985,3.038,12.103,4.327,7.082,3.534,-7.238,-3.465,-5.373,1.974,6.105,8.027
18/03/2016 18:00,1.154,4.255,4.196,2.107,4.225,3.942,-4.175,6.345,8.312,5.255,6.08,7.69,-3.694,-3.208,3.205,5.722,5.46,2.315,10.659,3.839,5.896,3.129,-7.734,-3.853,-5.919,0.885,5.345,7.825
18/03/2016 19:00,0.55,4.045,3.438,1.394,3.733,3.47,-4.328,5.882,7.704,4.555,5.313,6.943,-3.872,-3.564,2.252,5.166,5.096,1.667,9.721,3.312,4.998,2.464,-8.224,-4.143,-6.284,0.137,5.035,7.684
18/03/2016 20:00,-0.05,3.941,2.802,0.97,3.376,3.045,-4.498,5.762,7.29,3.887,4.704,6.271,-4.017,-3.81,1.569,4.537,4.788,1.057,9.201,2.838,4.168,1.637,-8.701,-4.453,-6.568,-0.508,4.766,7.537
18/03/2016 21:00,-0.588,3.881,2.368,0.711,3.098,2.683,-4.719,5.598,6.919,3.293,4.275,5.724,-4.204,-4.072,1.329,3.897,4.583,0.465,8.793,2.376,3.292,1.163,-9.15,-4.739,-6.793,-1.093,4.479,7.392
18/03/2016 22:00,-1.014,3.87,2.061,0.616,2.811,2.355,-5.021,5.39,6.594,2.799,4.017,5.317,-4.423,-4.361,1.196,3.332,4.374,-0.096,8.48,1.945,2.859,0.941,-9.581,-4.866,-6.936,-1.642,4.208,7.195
18/03/2016 23:00,-1.36,3.795,1.741,0.484,2.447,2.089,-5.344,5.251,6.304,2.439,3.789,4.983,-4.513,-4.621,1.451,2.877,4.132,-0.648,8.252,1.578,2.65,0.775,-9.991,-4.93,-6.963,-2.158,3.931,6.954
19/03/2016 00:00,-1.607,3.632,1.467,0.418,2.009,1.901,-5.619,5.101,6.078,2.219,3.582,4.676,-4.569,-4.789,1.625,2.535,3.876,-1.187,8.159,1.256,2.552,0.646,-10.332,-5.028,-6.898,-2.614,3.681,6.664
19/03/2016 01:00,-1.801,3.372,1.158,0.379,1.712,1.708,-5.898,4.937,5.922,2.05,3.39,4.392,-4.669,-4.893,1.648,2.242,3.644,-1.681,8.041,0.906,2.463,0.61,-10.596,-5.11,-6.751,-3.047,3.45,6.347
19/03/2016 02:00,-1.973,3.11,0.884,0.342,1.435,1.534,-6.168,4.808,5.793,1.901,3.12,4.134,-4.836,-4.961,1.637,2.067,3.512,-2.124,7.839,0.652,2.271,0.512,-10.881,-5.169,-6.594,-3.427,3.275,6.023
19/03/2016 03:00,-2.173,2.834,0.57,0.27,1.353,1.341,-6.299,4.665,5.747,1.729,2.832,3.853,-4.977,-5.036,1.521,1.981,3.42,-2.454,7.643,0.528,2.022,0.244,-11.155,-5.185,-6.448,-3.835,3.129,5.706
19/03/2016 04:00,-2.415,2.575,0.554,0.138,1.347,1.132,-6.198,4.525,5.746,1.554,2.431,3.569,-4.896,-5.008,1.481,1.887,3.546,-2.624,7.408,0.659,1.568,-0.162,-11.394,-5.182,-6.316,-4.209,3.001,5.592
19/03/2016 05:00,-2.107,2.398,2.936,0.282,1.265,1.089,-5.141,4.411,5.711,1.443,3.051,3.766,-3.971,-4.005,1.521,2.656,3.505,-1.906,7.221,2.008,1.658,-0.124,-10.884,-4.939,-6.123,-4.431,2.883,7.039
19/03/2016 06:00,0.047,3.01,5.49,1.263,1.574,2.036,-3.699,4.299,5.857,2.211,5.85,5.994,-2.778,-2.544,1.789,4.196,4.151,-0.52,7.16,3.422,4.505,0.721,-9.741,-4.056,-5.629,-3.204,2.977,8.634
19/03/2016 07:00,2.637,3.931,7.849,2.566,2.208,3.205,-2.491,4.702,6.815,3.969,8.251,8.343,-1.975,-1.576,2.391,6.075,4.826,0.889,8.441,4.904,7.116,1.965,-8.494,-2.784,-4.878,-0.861,3.94,10.411
19/03/2016 08:00,4.855,4.976,9.634,3.905,3.184,4.604,-1.799,5.446,7.84,5.927,10.385,10.689,-1.344,-1.008,3.656,7.65,5.611,2.07,9.606,6.012,9.389,3.105,-7.287,-1.402,-4.046,2.183,4.951,11.981
19/03/2016 09:00,6.399,6.105,10.795,4.867,4.211,5.812,-1.508,6.338,9.105,8.005,11.836,12.397,-0.944,-0.487,5.163,8.545,6.58,3.004,10.649,6.491,10.924,4.067,-6.23,-0.315,-3.389,4.219,5.768,13.186
19/03/2016 10:00,7.317,7.24,11.444,5.598,5.342,6.912,-1.437,7.002,10.316,9.736,12.766,13.53,-0.797,-0.098,6.446,9.115,7.573,3.717,11.622,6.556,11.959,4.924,-5.371,0.371,-2.998,5.413,6.521,14.036
19/03/2016 11:00,7.825,8.23,11.596,6.21,6.358,7.888,-1.45,7.566,11.186,10.935,13.318,14.214,-0.806,0.039,7.495,9.484,8.392,4.227,12.339,6.286,12.619,5.545,-4.823,0.733,-2.802,6.174,7.248,14.55
19/03/2016 12:00,7.969,8.936,11.295,6.622,6.993,8.523,-1.507,8.088,11.773,11.671,13.52,14.5,-0.889,0.049,8.186,9.611,8.884,4.508,12.733,5.779,12.896,5.829,-4.56,0.86,-2.723,6.619,7.83,14.756
19/03/2016 13:00,7.761,9.257,10.608,6.744,7.232,8.74,-1.653,8.527,12.05,11.984,13.366,14.451,-1.106,-0.043,8.488,9.525,9.04,4.564,12.914,5.079,12.766,5.7,-4.556,0.767,-2.757,6.718,8.215,14.654
19/03/2016 14:00,7.23,9.169,9.486,6.475,7.131,8.532,-1.969,8.714,11.919,11.901,12.852,14.072,-1.426,-0.247,8.363,9.115,8.844,4.361,12.859,4.202,12.273,5.094,-4.808,0.443,-2.918,6.514,8.334,14.204
19/03/2016 15:00,6.206,8.648,7.772,5.81,6.653,7.842,-2.802,8.587,11.417,11.392,11.884,13.301,-1.832,-0.543,7.749,8.075,8.323,3.783,12.543,3.02,11.201,3.921,-5.415,-0.251,-3.275,6.096,8.114,13.012
19/03/2016 16:00,4.073,7.503,5.573,4.091,5.618,6.183,-4.17,8.149,10.633,10.171,9.257,11.433,-2.495,-0.752,6.426,5.257,7.359,2.182,12.02,1.058,8.258,0.861,-6.382,-1.543,-3.888,4.874,7.513,10.723
19/03/2016 17:00,2.578,5.424,4.544,2.496,4.241,3.81,-4.685,7.314,9.452,7.473,7.571,9.213,-2.879,-0.655,3.508,3.645,5.561,1.28,11.192,-0.146,6.299,-0.834,-7.127,-2.753,-4.548,2.525,6.342,9.783
19/03/2016 18:00,2.072,4.782,3.747,1.838,3.854,3.046,-4.88,5.899,7.929,5.782,7.016,8.296,-3.233,-0.597,2.411,2.843,4.596,1.018,9.5,-0.99,5.748,-1.317,-7.762,-3.381,-4.953,1.135,5.091,9.234
19/03/2016 19:00,1.728,4.457,3.001,1.239,3.829,2.553,-4.967,5.315,7.332,5.108,6.439,7.626,-3.583,-0.64,2.145,2.038,3.948,0.873,8.655,-1.675,5.158,-1.619,-8.337,-3.873,-5.219,0.135,4.707,8.801
19/03/2016 20:00,1.387,3.995,2.34,0.568,3.771,2.156,-5.046,4.903,6.891,4.5,5.838,7.078,-3.874,-0.748,1.934,1.346,3.362,0.782,8.284,-2.18,4.417,-1.747,-8.914,-4.243,-5.42,-0.711,4.321,8.383
19/03/2016 21:00,0.885,3.541,1.815,-0.108,3.649,1.885,-5.189,4.402,6.513,4.012,5.329,6.62,-4.106,-0.987,1.694,0.788,3.14,0.686,7.966,-2.429,3.416,-1.836,-9.429,-4.524,-5.556,-1.312,3.967,7.951
19/03/2016 22:00,0.416,2.897,1.38,-0.72,3.555,1.672,-5.434,3.923,6.169,3.647,4.943,6.241,-4.391,-1.297,1.327,0.359,3.089,0.566,7.606,-2.568,2.525,-2.09,-9.864,-4.786,-5.667,-1.665,3.631,7.566
19/03/2016 23:00,0.043,2.229,1.033,-1.245,3.461,1.512,-5.693,3.544,5.86,3.412,4.607,5.931,-4.656,-1.504,0.823,0.061,3.228,0.476,7.308,-2.663,2.041,-2.557,-10.257,-5.03,-5.756,-1.969,3.33,7.185
20/03/2016 00:00,-0.291,1.825,0.719,-1.613,3.378,1.373,-5.981,3.223,5.587,3.233,4.219,5.651,-4.965,-1.763,0.414,-0.171,3.468,0.426,7.119,-2.777,1.947,-3.04,-10.663,-5.218,-5.814,-2.286,3.073,6.833
20/03/2016 01:00,-0.702,1.627,0.488,-1.768,3.3,1.235,-6.295,2.898,5.366,3.124,3.918,5.407,-5.287,-2.065,0.09,-0.336,3.572,0.399,7.015,-2.948,1.759,-3.349,-11.013,-5.354,-5.865,-2.512,2.883,6.499
20/03/2016 02:00,-1.007,1.684,0.263,-1.827,3.223,1.127,-6.617,2.535,5.17,3.009,3.68,5.207,-5.583,-2.402,-0.118,-0.463,3.603,0.369,6.95,-3.1,1.615,-3.448,-11.317,-5.458,-5.892,-2.681,2.754,6.228
20/03/2016 03:00,-1.218,1.636,0.068,-1.816,3.181,1.058,-6.848,2.344,4.945,2.849,3.496,5.036,-5.808,-2.758,-0.379,-0.598,3.474,0.345,6.924,-3.233,1.462,-3.493,-11.634,-5.543,-5.904,-2.868,2.643,5.984
20/03/2016 04:00,-1.451,1.353,0.202,-1.72,3.172,1.004,-6.876,2.35,4.739,2.684,3.284,4.859,-5.789,-2.993,-0.727,-0.744,3.254,0.335,6.886,-2.986,1.208,-3.429,-11.922,-5.602,-5.913,-3.025,2.529,5.848
20/03/2016 05:00,-1.17,1.187,1.819,-0.843,3.26,1.086,-5.516,2.419,4.573,2.547,3.672,5.15,-4.308,-2.142,-0.696,0.46,3.164,0.824,6.884,-0.624,1.334,-1.978,-11.268,-5.316,-5.867,-3.099,2.448,7.766
20/03/2016 06:00,0.589,1.617,3.836,1.084,3.667,2.026,-3.665,2.527,4.784,3.067,5.699,7.111,-2.287,-0.712,0.542,2.558,4.078,1.856,6.95,1.952,2.692,0.148,-9.768,-4.318,-5.49,-2.092,2.691,9.997
20/03/2016 07:00,2.924,2.752,5.934,3.095,4.234,3.256,-2.05,3.335,6.086,4.346,8.104,9.222,-0.695,0.476,2.201,5.76,5.376,3.168,7.774,4.237,4.928,2.738,-8.071,-2.915,-4.708,-0.089,3.79,11.822
20/03/2016 08:00,5.149,4.11,7.758,4.475,5.052,4.674,-1.132,4.29,7.717,5.89,10.36,11.299,0.073,1.481,3.847,8.294,6.617,4.401,8.621,5.945,7.997,4.816,-6.534,-1.456,-3.802,2.334,5.003,13.156
20/03/2016 09:00,6.643,5.615,9.079,5.452,6.046,5.95,-0.693,5.343,9.404,7.47,12.081,12.7,0.399,2.18,5.17,9.658,7.695,5.277,9.744,7.175,10.451,5.93,-5.307,-0.364,-3.181,4.041,6.129,14.119
20/03/2016 10:00,7.761,6.891,10.003,6.258,6.996,6.968,-0.455,6.275,10.791,8.855,13.261,13.617,0.623,2.565,6.123,10.622,8.434,5.864,11.065,7.994,11.804,6.699,-4.457,0.405,-2.868,5.143,7.168,14.797
20/03/2016 11:00,8.582,7.814,10.579,6.904,7.621,7.737,-0.324,7.188,11.828,9.846,13.926,14.177,0.768,2.697,6.875,11.284,8.855,6.229,12.089,8.457,12.597,7.234,-3.972,0.846,-2.706,5.877,8.059,15.191
20/03/2016 12:00,9.013,8.523,10.872,7.304,7.937,8.185,-0.311,8.076,12.44,10.437,14.222,14.387,0.811,2.561,7.484,11.678,8.999,6.333,12.629,8.589,12.924,7.457,-3.753,0.976,-2.688,6.296,8.717,15.292
20/03/2016 13:00,9.012,8.855,10.885,7.275,7.958,8.277,-0.375,8.801,12.664,10.692,14.226,14.221,0.655,2.204,7.805,11.73,8.967,6.183,12.94,8.4,12.853,7.402,-3.761,0.874,-2.808,6.416,9.094,15.089
20/03/2016 14:00,8.537,8.704,10.508,6.822,7.714,7.977,-0.703,9.2,12.541,10.622,13.915,13.683,0.296,1.58,7.685,11.377,8.663,5.749,12.972,7.81,12.323,6.958,-4.181,0.53,-3.08,6.238,9.19,14.538
20/03/2016 15:00,7.519,8.233,9.008,5.912,7.127,7.364,-1.7,9.283,12.125,10.205,12.924,12.816,-0.745,0.458,7.2,10.372,8.17,4.948,12.731,6.053,11.153,5.805,-5.39,-0.22,-3.513,5.831,8.997,13.347
20/03/2016 16:00,4.862,7.423,6.844,4.076,5.988,6.197,-3,9.029,11.452,9.337,10.568,11.19,-2.004,-0.845,6.308,7.659,7.598,3.284,12.262,3.017,8.107,3.112,-6.951,-1.358,-4.079,4.74,8.473,10.802
20/03/2016 17:00,2.644,5.839,6.195,2.188,4.562,4.437,-3.448,8.137,10.208,7.351,8.811,9.485,-2.439,-1.362,4.161,6.547,6.865,2.262,11.574,2.253,5.232,1.786,-7.898,-2.274,-4.643,2.566,7.171,9.458
20/03/2016 18:00,1.867,4.977,5.629,1.465,4.203,3.767,-3.628,6.218,8.55,5.88,7.997,8.842,-2.698,-1.333,2.782,5.963,6.481,1.847,10.209,1.798,4.498,1.156,-8.436,-2.792,-5.067,1.299,5.66,8.698
20/03/2016 19:00,1.159,4.777,4.916,0.833,4.116,3.287,-3.668,5.413,7.83,5.261,7.211,8.377,-2.966,-1.307,2.03,5.252,6.327,1.438,9.398,1.337,3.989,0.497,-8.744,-3.274,-5.465,0.437,5.113,8.166
20/03/2016 20:00,0.355,4.647,4.177,0.359,4.099,2.884,-3.638,4.884,7.237,4.648,6.615,7.956,-3.125,-1.323,1.517,4.506,6.166,1.024,8.824,0.92,3.518,-0.131,-8.89,-3.79,-5.845,-0.267,4.617,7.764
20/03/2016 21:00,-0.438,4.623,3.55,0.068,4.045,2.604,-3.576,4.371,6.788,4.159,6.308,7.629,-3.153,-1.286,1.464,3.855,6.04,0.686,8.266,0.599,3.086,-0.686,-9.001,-4.314,-6.172,-0.69,4.178,7.51
20/03/2016 22:00,-0.99,4.696,3.042,-0.08,3.988,2.458,-3.545,4.014,6.458,3.779,6.196,7.376,-3.114,-1.233,1.599,3.279,5.966,0.533,7.758,0.327,2.788,-1.111,-9.122,-4.795,-6.479,-0.98,3.797,7.321
20/03/2016 23:00,-1.322,4.771,2.643,-0.176,4.012,2.402,-3.547,3.713,6.14,3.512,6.073,7.172,-3.067,-1.176,1.764,2.659,5.904,0.537,7.278,0.1,2.61,-1.404,-9.255,-5.247,-6.76,-1.212,3.476,7.129
21/03/2016 00:00,-1.405,4.828,2.329,-0.232,4.075,2.401,-3.561,3.378,5.839,3.369,5.904,6.992,-3.039,-1.116,1.966,2.187,5.816,0.632,6.875,-0.073,2.489,-1.607,-9.492,-5.653,-6.963,-1.412,3.225,6.976
21/03/2016 01:00,-1.535,4.781,2.136,-0.261,4.074,2.391,-3.587,3.086,5.572,3.265,5.7,6.86,-3.018,-1.073,2.163,1.815,5.744,0.703,6.552,-0.192,2.523,-1.822,-9.828,-5.937,-7.143,-1.64,2.994,6.845
21/03/2016 02:00,-1.763,4.711,2.026,-0.228,4.006,2.356,-3.584,2.983,5.327,3.124,5.548,6.76,-3.026,-1.031,2.335,1.4,5.692,0.711,6.305,-0.226,2.676,-2.082,-10.186,-6.115,-7.343,-1.879,2.81,6.733
21/03/2016 03:00,-1.959,4.616,1.908,-0.103,3.897,2.33,-3.551,3.087,5.069,2.953,5.455,6.651,-3.058,-1.169,2.275,0.862,5.703,0.655,6.05,-0.199,2.665,-2.289,-10.53,-6.377,-7.489,-2.229,2.731,6.539
21/03/2016 04:00,-2.098,4.504,2.133,0,3.817,2.289,-3.478,3.184,4.827,2.808,5.348,6.551,-2.886,-1.159,2.268,0.4,5.688,0.634,5.781,0.223,2.635,-2.292,-10.847,-6.644,-7.573,-2.612,2.736,6.431
21/03/2016 05:00,-1.695,4.353,5.248,0.533,3.79,2.373,-3.048,3.142,4.637,2.7,5.803,6.772,-2.077,-0.427,2.198,1.928,5.648,0.929,5.489,2.717,2.939,-0.515,-10.441,-6.502,-7.482,-2.866,2.771,8.12
21/03/2016 06:00,0.021,4.701,8.088,1.682,4.235,3.126,-2.347,3.187,4.889,3.272,6.712,8.324,-1.185,0.501,3.057,4.154,5.956,1.597,5.337,5.269,4.394,1.627,-9.111,-5.441,-6.844,-2.108,3.066,10.246
21/03/2016 07:00,2.278,5.519,11.058,3.152,4.944,4.185,-1.463,3.719,6.445,4.58,7.786,10.132,-0.221,1.446,3.902,7.123,6.571,2.632,6.813,8.062,6.121,3.748,-7.559,-4.023,-5.868,-0.294,4.074,12.636
21/03/2016 08:00,4.261,6.739,13.106,4.741,5.831,5.273,-0.662,4.469,7.989,6.345,9.047,11.909,0.712,2.395,4.763,9.072,7.317,3.994,8.407,9.895,7.941,5.345,-6.164,-2.61,-4.853,1.665,5.226,14.416
21/03/2016 09:00,5.661,8.098,14.383,5.982,6.504,6.395,-0.109,5.344,9.501,8.172,10.015,13.382,1.476,3.469,6.184,10.214,8.337,5.563,10.095,10.89,9.226,6.465,-5.034,-1.388,-4.151,3.181,6.658,15.558
21/03/2016 10:00,6.677,8.946,15.208,6.874,6.813,7.446,0.206,6.385,10.65,9.681,10.582,14.475,1.991,4.484,7.545,11.065,9.093,6.733,11.382,11.418,9.911,7.239,-4.352,-0.555,-3.652,4.085,7.861,16.313
21/03/2016 11:00,7.383,9.621,15.497,7.452,6.826,8.135,0.352,7.418,11.348,10.688,10.909,15.11,2.21,5.193,8.329,11.654,9.558,7.349,12.28,11.592,10.135,7.761,-4.018,-0.122,-3.354,4.743,8.624,16.581
21/03/2016 12:00,7.667,10.055,15.201,7.705,6.659,8.52,0.384,8.238,11.691,11.281,10.999,15.28,2.222,5.52,8.824,11.856,9.709,7.545,12.733,11.483,10.079,7.942,-3.916,0.013,-3.198,5.099,9.081,16.297
21/03/2016 13:00,7.513,10.213,14.455,7.741,6.439,8.561,0.285,8.82,11.722,11.525,10.928,15.093,2.048,5.39,9.028,11.748,9.527,7.415,12.797,11.103,9.772,7.842,-4.023,-0.071,-3.155,5.157,9.266,15.771
21/03/2016 14:00,6.942,9.988,13.272,7.44,6.151,8.24,-0.023,9.096,11.433,11.429,10.637,14.607,1.641,4.69,8.897,11.256,9.048,6.986,12.753,10.276,9.12,7.352,-4.492,-0.396,-3.31,4.94,9.171,15.201
21/03/2016 15:00,5.948,9.412,11.387,6.748,5.863,7.597,-1.054,9.048,10.89,10.938,10.117,13.778,0.671,3.012,8.418,10.158,8.509,6.145,12.628,8.479,8.278,6.132,-5.687,-1.151,-3.727,4.456,8.841,14.144
21/03/2016 16:00,3.924,8.41,9.67,4.916,5.512,6.454,-2.453,8.74,10.123,9.918,8.972,12.253,-0.501,1.024,7.386,7.542,7.67,4.363,12.307,6.129,7.036,3.221,-7.519,-2.382,-4.389,3.467,8.272,12.004
21/03/2016 17:00,1.84,6.43,9.028,3.104,5.14,4.743,-3.178,8.104,8.959,7.67,7.934,10.569,-0.985,0.713,5.132,6.102,6.474,3.418,11.515,5.236,5.665,2.041,-8.857,-3.502,-5.192,1.517,7.286,10.998
21/03/2016 18:00,1.16,5.345,8.56,2.609,4.932,4.091,-3.73,7.148,7.588,5.889,7.48,9.924,-1.377,0.511,3.553,5.346,5.575,3.149,9.716,4.598,5.285,1.727,-9.767,-4.196,-5.826,0.414,6.073,10.479
21/03/2016 19:00,0.676,4.912,8.11,2.121,4.773,3.644,-4.238,6.648,7.006,5.143,7.11,9.431,-1.763,0.244,2.83,4.645,4.946,2.943,8.877,3.885,5.126,1.21,-10.567,-4.781,-6.25,-0.339,5.465,10.061
21/03/2016 20:00,0.285,4.451,7.708,1.674,4.673,3.284,-4.699,6.29,6.565,4.398,6.819,8.976,-2.097,-0.034,2.436,4.038,4.525,2.78,8.399,3.16,5.05,0.677,-11.312,-5.277,-6.59,-0.988,4.965,9.732
21/03/2016 21:00,-0.15,3.961,7.246,1.481,4.585,3.061,-5.142,5.972,6.172,3.746,6.671,8.584,-2.371,-0.292,2.057,3.605,4.333,2.687,7.873,2.506,5.073,0.312,-12.024,-5.767,-6.888,-1.565,4.51,9.508
21/03/2016 22:00,-0.71,3.203,6.66,1.391,4.449,2.873,-5.608,5.73,5.819,3.171,6.609,8.231,-2.617,-0.425,1.649,3.325,4.224,2.64,7.352,1.96,4.945,0.094,-12.62,-6.207,-7.128,-2.193,4.171,9.299
21/03/2016 23:00,-1.184,2.754,6.168,1.251,4.37,2.702,-6.04,5.537,5.535,2.646,6.542,7.905,-2.854,-0.508,1.323,3.073,4.01,2.596,6.855,1.588,4.593,-0.03,-13.089,-6.615,-7.298,-2.766,3.904,9.054
22/03/2016 00:00,-1.474,2.599,5.898,1.062,4.329,2.57,-6.445,5.362,5.326,2.198,6.434,7.604,-3.088,-0.589,1.202,2.819,4.074,2.563,6.429,1.361,4.225,-0.14,-13.505,-6.938,-7.394,-3.329,3.688,8.827
22/03/2016 01:00,-1.649,2.513,5.745,1.02,4.326,2.464,-6.785,5.2,5.155,1.889,6.308,7.299,-3.327,-0.767,1.202,2.553,4.117,2.549,6.061,1.08,3.787,-0.401,-13.834,-7.176,-7.434,-3.809,3.525,8.648
22/03/2016 02:00,-1.931,2.409,5.641,0.983,4.372,2.368,-7.054,5.054,5.005,1.721,6.298,6.966,-3.612,-1.005,1.1,2.38,4.164,2.528,5.723,0.864,3.358,-0.492,-14.071,-7.285,-7.484,-4.208,3.451,8.555
22/03/2016 03:00,-2.143,2.251,5.502,0.919,4.399,2.32,-7.239,4.941,4.881,1.601,6.243,6.635,-3.91,-1.185,1.134,2.299,4.284,2.477,5.478,0.776,3.002,-0.633,-14.25,-7.291,-7.51,-4.517,3.411,8.379
